Timestamp,User_ID,Application_Type,Signal_Strength,Latency,Required_Bandwidth,Allocated_Bandwidth,Resource_Allocation,device_type
2025-03-20 18:21:00,user1,Online_Gaming,-49 dBm,39 ms,5.5 Mbps,5.8 Mbps,80%,PC
2025-03-20 18:23:00,user1,Streaming,-102 dBm,53 ms,2.1 Mbps,2.6 Mbps,85%,TV
2025-03-20 18:25:00,user1,Video_Call,-45 dBm,45 ms,13.7 Mbps,15.0 Mbps,75%,office_mobile
2025-03-20 18:25:00,user1,Streaming,-105 dBm,50 ms,1.8 Mbps,2.2 Mbps,70%,Home_mobile
2025-03-20 18:26:00,user1,Emergency_Service,-45 dBm,5 ms,0.5 Mbps,0.5 Mbps,70%,office_mobile
2025-03-20 18:34:00,user1,Web_Browsing,-108 dBm,2 ms,0.1 Mbps,0.1 Mbps,70%,Home_mobile
2025-03-20 18:35:00,user1,File_Download,-116 dBm,71 ms,420 Kbps,420 Kbps,60%,Home_mobile
2025-03-20 18:36:00,user1,VoIP_Call,-63 dBm,45 ms,5 Kbps,30 Kbps,90%,Home_mobile
2025-03-20 18:37:00,user1,Online_Gaming,-48 dBm,40 ms,5.6 Mbps,5.9 Mbps,80%,TV
2025-03-20 18:39:00,user1,Streaming,-103 dBm,54 ms,2.0 Mbps,2.5 Mbps,85%,Home_mobile
2025-03-20 18:39:00,user1,Video_Call,-45 dBm,46 ms,13.8 Mbps,15.1 Mbps,75%,office_mobile
2025-03-20 18:39:00,user1,Streaming,-106 dBm,51 ms,1.7 Mbps,2.1 Mbps,70%,Home_mobile
2025-03-20 18:40:00,user1,Emergency_Service,-44 dBm,5 ms,0.5 Mbps,0.5 Mbps,70%,office_mobile
2025-03-20 18:41:00,user1,Web_Browsing,-109 dBm,1 ms,0.1 Mbps,0.1 Mbps,70%,Home_mobile
2025-03-20 18:43:00,user1,File_Download,-117 dBm,72 ms,410 Kbps,410 Kbps,60%,Home_mobile
2025-03-20 18:44:00,user1,VoIP_Call,-62 dBm,46 ms,0 Kbps,25 Kbps,90%,Home_mobile
2025-03-20 18:44:00,user1,Online_Gaming,-47 dBm,41 ms,5.7 Mbps,6.0 Mbps,80%,TV
2025-03-20 18:46:00,user1,Streaming,-104 dBm,55 ms,1.9 Mbps,2.4 Mbps,85%,TV
2025-03-20 18:47:00,user1,Video_Call,-44 dBm,47 ms,13.9 Mbps,15.2 Mbps,75%,office_mobile
2025-03-20 18:49:00,user1,Streaming,-107 dBm,52 ms,1.6 Mbps,2.0 Mbps,70%,Home_mobile
2025-03-20 18:50:00,user1,Emergency_Service,-44 dBm,5 ms,0.5 Mbps,0.5 Mbps,70%,office_mobile
2025-03-20 18:53:00,user1,Web_Browsing,-109 dBm,0 ms,0.1 Mbps,0.1 Mbps,70%,Home_mobile
2025-03-20 18:54:00,user1,File_Download,-118 dBm,73 ms,400 Kbps,400 Kbps,60%,Home_mobile
2025-03-20 18:55:00,user1,VoIP_Call,-61 dBm,47 ms,0 Kbps,20 Kbps,90%,Home_mobile
2025-03-20 18:58:00,user1,Online_Gaming,-46 dBm,42 ms,5.8 Mbps,6.1 Mbps,80%,PC
2025-03-20 18:59:00,user1,Streaming,-105 dBm,56 ms,1.8 Mbps,2.3 Mbps,85%,Home_mobile
2025-03-20 19:00:00,user1,Video_Call,-43 dBm,48 ms,14.0 Mbps,15.3 Mbps,75%,office_mobile
2025-03-20 19:02:00,user1,Streaming,-108 dBm,53 ms,1.5 Mbps,1.9 Mbps,70%,Home_mobile
2025-03-20 19:04:00,user1,Emergency_Service,-43 dBm,5 ms,0.5 Mbps,0.5 Mbps,70%,office_mobile
2025-03-20 19:05:00,user1,Web_Browsing,-110 dBm,0 ms,0.1 Mbps,0.1 Mbps,70%,Home_mobile
2025-03-20 19:05:00,user1,File_Download,-119 dBm,74 ms,390 Kbps,390 Kbps,60%,Home_mobile
2025-03-20 19:07:00,user1,VoIP_Call,-60 dBm,48 ms,0 Kbps,15 Kbps,90%,Home_mobile
2025-03-20 19:10:00,user1,Online_Gaming,-45 dBm,43 ms,5.9 Mbps,6.2 Mbps,80%,TV
2025-03-20 19:10:00,user1,Streaming,-106 dBm,57 ms,1.7 Mbps,2.2 Mbps,85%,Home_mobile
2025-03-20 19:11:00,user1,Video_Call,-43 dBm,49 ms,14.1 Mbps,15.4 Mbps,75%,office_mobile
2025-03-20 19:11:00,user1,Streaming,-109 dBm,54 ms,1.4 Mbps,1.8 Mbps,70%,TV
2025-03-20 19:12:00,user1,Emergency_Service,-42 dBm,5 ms,0.4 Mbps,0.4 Mbps,70%,office_mobile
2025-03-20 19:14:00,user1,Web_Browsing,-110 dBm,0 ms,0.1 Mbps,0.1 Mbps,70%,Home_mobile
2025-03-20 19:16:00,user1,File_Download,-120 dBm,75 ms,380 Kbps,380 Kbps,60%,Home_mobile
2025-03-20 19:16:00,user1,VoIP_Call,-59 dBm,49 ms,0 Kbps,10 Kbps,90%,Home_mobile
2025-03-20 19:17:00,user1,Online_Gaming,-44 dBm,44 ms,6.0 Mbps,6.3 Mbps,80%,TV
2025-03-20 19:18:00,user1,Streaming,-107 dBm,58 ms,1.6 Mbps,2.1 Mbps,85%,Home_mobile
2025-03-20 19:18:00,user1,Video_Call,-42 dBm,50 ms,14.2 Mbps,15.5 Mbps,75%,office_mobile
2025-03-20 19:22:00,user1,Streaming,-110 dBm,55 ms,1.3 Mbps,1.7 Mbps,70%,Home_mobile
2025-03-20 19:25:00,user1,Emergency_Service,-42 dBm,5 ms,0.4 Mbps,0.4 Mbps,70%,office_mobile
2025-03-20 19:27:00,user1,Web_Browsing,-111 dBm,0 ms,0.1 Mbps,0.1 Mbps,70%,Home_mobile
2025-03-20 19:27:00,user1,File_Download,-121 dBm,76 ms,370 Kbps,370 Kbps,60%,Home_mobile
2025-03-20 19:28:00,user1,VoIP_Call,-58 dBm,50 ms,0 Kbps,5 Kbps,90%,Home_mobile
2025-03-20 19:29:00,user1,Online_Gaming,-43 dBm,45 ms,6.1 Mbps,6.4 Mbps,80%,PC
2025-03-20 19:30:00,user1,Streaming,-108 dBm,59 ms,1.5 Mbps,2.0 Mbps,85%,TV
2025-03-20 19:31:00,user1,Video_Call,-41 dBm,51 ms,14.3 Mbps,15.6 Mbps,75%,office_mobile
2025-03-20 19:31:00,user1,Streaming,-111 dBm,56 ms,1.2 Mbps,1.6 Mbps,70%,TV
2025-03-20 19:34:00,user1,Emergency_Service,-41 dBm,5 ms,0.4 Mbps,0.4 Mbps,70%,office_mobile
2025-03-20 19:37:00,user1,Web_Browsing,-111 dBm,0 ms,0.1 Mbps,0.1 Mbps,70%,Home_mobile
2025-03-20 19:41:00,user1,File_Download,-122 dBm,77 ms,360 Kbps,360 Kbps,60%,Home_mobile
2025-03-20 19:42:00,user1,VoIP_Call,-57 dBm,51 ms,0 Kbps,0 Kbps,90%,Home_mobile
2025-03-20 19:44:00,user1,Online_Gaming,-42 dBm,46 ms,6.2 Mbps,6.5 Mbps,80%,PC
2025-03-20 19:44:00,user1,Streaming,-109 dBm,60 ms,1.4 Mbps,1.9 Mbps,85%,TV
2025-03-20 19:44:00,user1,Video_Call,-41 dBm,52 ms,14.4 Mbps,15.7 Mbps,75%,office_mobile
2025-03-20 19:44:00,user1,Streaming,-112 dBm,57 ms,1.1 Mbps,1.5 Mbps,70%,Home_mobile
2025-03-20 19:48:00,user1,Emergency_Service,-40 dBm,5 ms,0.4 Mbps,0.4 Mbps,70%,office_mobile
2025-03-20 19:49:00,user1,Web_Browsing,-112 dBm,0 ms,0.1 Mbps,0.1 Mbps,70%,Home_mobile
2025-03-20 19:50:00,user1,File_Download,-123 dBm,78 ms,350 Kbps,350 Kbps,60%,Home_mobile
2025-03-20 19:52:00,user1,VoIP_Call,-56 dBm,52 ms,0 Kbps,0 Kbps,90%,Home_mobile
2025-03-20 19:53:00,user1,Online_Gaming,-41 dBm,47 ms,6.3 Mbps,6.6 Mbps,80%,PC
2025-03-20 19:54:00,user1,Streaming,-110 dBm,61 ms,1.3 Mbps,1.8 Mbps,85%,TV
2025-03-20 19:54:00,user1,Video_Call,-40 dBm,53 ms,14.5 Mbps,15.8 Mbps,75%,office_mobile
2025-03-20 19:54:00,user1,Streaming,-113 dBm,58 ms,1.0 Mbps,1.4 Mbps,70%,TV
2025-03-20 19:55:00,user1,Emergency_Service,-40 dBm,5 ms,0.4 Mbps,0.4 Mbps,70%,office_mobile
2025-03-20 19:55:00,user1,Web_Browsing,-113 dBm,0 ms,0.1 Mbps,0.1 Mbps,70%,Home_mobile
2025-03-21 9:06:00,user1,Video_Call,-75 dBm,30 ms,10 Mbps,15 Mbps,70%,office_mobile
2025-03-21 9:07:00,user1,VoIP_Call,-80 dBm,20 ms,100 Kbps,120 Kbps,80%,Home_mobile
2025-03-21 9:10:00,user1,Streaming,-85 dBm,40 ms,5 Mbps,6 Mbps,75%,Home_mobile
2025-03-21 9:15:00,user1,Emergency_Service,-70 dBm,10 ms,1 Mbps,1.5 Mbps,90%,office_mobile
2025-03-21 9:16:00,user1,Online_Gaming,-78 dBm,25 ms,2 Mbps,3 Mbps,85%,TV
2025-03-21 9:17:00,user1,File_Download,-90 dBm,50 ms,500 Kbps,550 Kbps,70%,Home_mobile
2025-03-21 9:19:00,user1,Web_Browsing,-88 dBm,30 ms,1 Mbps,1 Mbps,60%,Home_mobile
2025-03-21 9:21:00,user1,IoT_Temperature,-95 dBm,100 ms,10 Kbps,15 Kbps,50%,Home_mobile
2025-03-21 9:25:00,user1,Streaming,-82 dBm,35 ms,3 Mbps,3.5 Mbps,80%,Home_mobile
2025-03-21 9:25:00,user1,File_Download,-75 dBm,45 ms,2 Mbps,2 Mbps,70%,Home_mobile
2025-03-21 9:26:00,user1,Video_Call,-76 dBm,32 ms,12 Mbps,14 Mbps,70%,office_mobile
2025-03-21 9:28:00,user1,Online_Gaming,-79 dBm,24 ms,2.5 Mbps,2.8 Mbps,75%,PC
2025-03-21 9:29:00,user1,Web_Browsing,-87 dBm,28 ms,1.2 Mbps,1.2 Mbps,65%,Home_mobile
2025-03-21 9:30:00,user1,VoIP_Call,-81 dBm,22 ms,150 Kbps,170 Kbps,85%,Home_mobile
2025-03-21 9:30:00,user1,Video_Call,-74 dBm,29 ms,10 Mbps,12 Mbps,60%,office_mobile
2025-03-21 9:31:00,user1,Streaming,-84 dBm,38 ms,4.5 Mbps,5 Mbps,70%,TV
2025-03-21 9:31:00,user1,Emergency_Service,-69 dBm,9 ms,1.2 Mbps,1.3 Mbps,80%,office_mobile
2025-03-21 9:33:00,user1,File_Download,-91 dBm,48 ms,600 Kbps,600 Kbps,55%,Home_mobile
2025-03-21 9:37:00,user1,IoT_Temperature,-96 dBm,105 ms,8 Kbps,9 Kbps,70%,Home_mobile
2025-03-21 9:39:00,user1,Streaming,-83 dBm,34 ms,3.2 Mbps,3.5 Mbps,75%,TV
2025-03-21 9:40:00,user1,Video_Call,-77 dBm,31 ms,11 Mbps,13 Mbps,75%,office_mobile
2025-03-21 9:41:00,user1,Online_Gaming,-80 dBm,23 ms,2.2 Mbps,2.5 Mbps,80%,PC
2025-03-21 9:43:00,user1,Web_Browsing,-86 dBm,29 ms,1.4 Mbps,1.4 Mbps,70%,Home_mobile
2025-03-21 9:43:00,user1,VoIP_Call,-82 dBm,21 ms,160 Kbps,180 Kbps,90%,Home_mobile
2025-03-21 9:45:00,user1,Video_Call,-73 dBm,28 ms,10.5 Mbps,12.5 Mbps,75%,office_mobile
2025-03-21 9:45:00,user1,Streaming,-83 dBm,37 ms,4.2 Mbps,4.8 Mbps,85%,TV
2025-03-21 9:49:00,user1,Emergency_Service,-68 dBm,8 ms,1.1 Mbps,1.2 Mbps,70%,office_mobile
2025-03-21 9:53:00,user1,File_Download,-92 dBm,47 ms,620 Kbps,620 Kbps,60%,Home_mobile
2025-03-21 9:55:00,user1,IoT_Temperature,-97 dBm,110 ms,7 Kbps,8 Kbps,65%,Home_mobile
2025-03-21 9:56:00,user1,Streaming,-84 dBm,33 ms,3.4 Mbps,3.7 Mbps,70%,TV
2025-03-21 9:58:00,user1,Video_Call,-78 dBm,30 ms,10.2 Mbps,12.2 Mbps,75%,office_mobile
2025-03-21 10:02:00,user1,Online_Gaming,-79 dBm,24 ms,2.3 Mbps,2.6 Mbps,80%,PC
2025-03-21 10:06:00,user1,Web_Browsing,-88 dBm,27 ms,1.3 Mbps,1.3 Mbps,70%,Home_mobile
2025-03-21 10:10:00,user1,VoIP_Call,-83 dBm,20 ms,170 Kbps,190 Kbps,90%,Home_mobile
2025-03-21 10:10:00,user1,Video_Call,-72 dBm,27 ms,10.8 Mbps,12.8 Mbps,75%,office_mobile
2025-03-21 10:10:00,user1,Streaming,-82 dBm,36 ms,4.0 Mbps,4.6 Mbps,85%,TV
2025-03-21 10:13:00,user1,Emergency_Service,-67 dBm,7 ms,1.0 Mbps,1.1 Mbps,70%,office_mobile
2025-03-21 10:17:00,user1,File_Download,-93 dBm,46 ms,630 Kbps,630 Kbps,60%,Home_mobile
2025-03-21 10:20:00,user1,IoT_Temperature,-98 dBm,105 ms,6 Kbps,7 Kbps,65%,Home_mobile
2025-03-21 10:21:00,user1,Streaming,-85 dBm,32 ms,3.5 Mbps,3.8 Mbps,70%,TV
2025-03-21 10:21:00,user1,Video_Call,-79 dBm,29 ms,10.5 Mbps,12.3 Mbps,70%,office_mobile
2025-03-21 10:23:00,user1,Online_Gaming,-78 dBm,25 ms,2.4 Mbps,2.7 Mbps,75%,PC
2025-03-21 10:24:00,user1,Web_Browsing,-87 dBm,28 ms,1.2 Mbps,1.2 Mbps,70%,Home_mobile
2025-03-21 10:25:00,user1,VoIP_Call,-84 dBm,20 ms,165 Kbps,185 Kbps,90%,Home_mobile
2025-03-21 10:27:00,user1,Video_Call,-71 dBm,26 ms,10.2 Mbps,12.6 Mbps,80%,office_mobile
2025-03-21 10:28:00,user1,Streaming,-81 dBm,35 ms,3.8 Mbps,4.4 Mbps,85%,Home_mobile
2025-03-21 10:29:00,user1,Emergency_Service,-66 dBm,7 ms,1.1 Mbps,1.2 Mbps,70%,office_mobile
2025-03-21 10:31:00,user1,File_Download,-94 dBm,45 ms,640 Kbps,640 Kbps,60%,Home_mobile
2025-03-21 10:31:00,user1,IoT_Temperature,-99 dBm,104 ms,5 Kbps,6 Kbps,65%,Home_mobile
2025-03-21 10:32:00,user1,Streaming,-86 dBm,31 ms,3.6 Mbps,3.9 Mbps,70%,Home_mobile
2025-03-21 10:33:00,user1,Video_Call,-80 dBm,30 ms,11 Mbps,12.5 Mbps,80%,office_mobile
2025-03-21 10:36:00,user1,Online_Gaming,-77 dBm,24 ms,2.6 Mbps,2.9 Mbps,85%,PC
2025-03-21 10:37:00,user1,Web_Browsing,-89 dBm,27 ms,1.1 Mbps,1.1 Mbps,70%,Home_mobile
2025-03-21 10:41:00,user1,VoIP_Call,-85 dBm,21 ms,160 Kbps,190 Kbps,90%,Home_mobile
2025-03-21 10:41:00,user1,Video_Call,-70 dBm,27 ms,10.7 Mbps,12.3 Mbps,75%,office_mobile
2025-03-21 10:42:00,user1,Streaming,-80 dBm,35 ms,4.1 Mbps,4.7 Mbps,85%,Home_mobile
2025-03-21 10:43:00,user1,Emergency_Service,-65 dBm,8 ms,1.0 Mbps,1.1 Mbps,70%,office_mobile
2025-03-21 10:43:00,user1,File_Download,-95 dBm,46 ms,650 Kbps,650 Kbps,60%,Home_mobile
2025-03-21 10:44:00,user1,IoT_Temperature,-100 dBm,103 ms,4 Kbps,5 Kbps,75%,Home_mobile
2025-03-21 10:44:00,user1,Streaming,-87 dBm,32 ms,3.7 Mbps,4.0 Mbps,70%,Home_mobile
2025-03-21 10:45:00,user1,Video_Call,-81 dBm,29 ms,10.3 Mbps,12.1 Mbps,70%,office_mobile
2025-03-21 10:47:00,user1,Online_Gaming,-76 dBm,23 ms,2.7 Mbps,3.0 Mbps,80%,TV
2025-03-21 10:50:00,user1,Web_Browsing,-90 dBm,26 ms,1.0 Mbps,1.0 Mbps,70%,Home_mobile
2025-03-21 10:51:00,user1,VoIP_Call,-86 dBm,20 ms,155 Kbps,180 Kbps,90%,Home_mobile
2025-03-21 10:53:00,user1,Video_Call,-69 dBm,26 ms,10.9 Mbps,12.4 Mbps,75%,office_mobile
2025-03-21 10:55:00,user1,Streaming,-79 dBm,34 ms,4.3 Mbps,4.9 Mbps,85%,Home_mobile
2025-03-21 10:55:00,user1,Emergency_Service,-64 dBm,7 ms,1.0 Mbps,1.1 Mbps,70%,office_mobile
2025-03-21 11:03:00,user1,File_Download,-96 dBm,45 ms,660 Kbps,660 Kbps,60%,Home_mobile
2025-03-21 11:04:00,user1,IoT_Temperature,-101 dBm,102 ms,3 Kbps,4 Kbps,75%,Home_mobile
2025-03-21 11:04:00,user1,Streaming,-88 dBm,31 ms,3.8 Mbps,4.1 Mbps,70%,TV
2025-03-21 11:05:00,user1,Video_Call,-82 dBm,28 ms,10.7 Mbps,12.2 Mbps,70%,office_mobile
2025-03-21 11:05:00,user1,Online_Gaming,-75 dBm,22 ms,2.8 Mbps,3.1 Mbps,80%,PC
2025-03-21 11:07:00,user1,Web_Browsing,-91 dBm,25 ms,0.9 Mbps,0.9 Mbps,70%,Home_mobile
2025-03-21 11:08:00,user1,VoIP_Call,-87 dBm,19 ms,150 Kbps,175 Kbps,90%,Home_mobile
2025-03-21 11:09:00,user1,Video_Call,-68 dBm,25 ms,11.0 Mbps,12.5 Mbps,75%,office_mobile
2025-03-21 11:10:00,user1,Streaming,-78 dBm,33 ms,4.4 Mbps,5.0 Mbps,85%,TV
2025-03-21 11:14:00,user1,Emergency_Service,-63 dBm,6 ms,0.9 Mbps,1.0 Mbps,70%,office_mobile
2025-03-21 11:17:00,user1,File_Download,-97 dBm,44 ms,670 Kbps,670 Kbps,60%,Home_mobile
2025-03-21 11:19:00,user1,IoT_Temperature,-102 dBm,101 ms,2 Kbps,3 Kbps,75%,Home_mobile
2025-03-21 11:20:00,user1,Streaming,-89 dBm,30 ms,3.9 Mbps,4.2 Mbps,70%,Home_mobile
2025-03-21 11:21:00,user1,Video_Call,-83 dBm,27 ms,10.8 Mbps,12.0 Mbps,70%,office_mobile
2025-03-21 11:25:00,user1,Online_Gaming,-74 dBm,21 ms,2.9 Mbps,3.2 Mbps,80%,TV
2025-03-21 11:26:00,user1,Web_Browsing,-92 dBm,24 ms,0.8 Mbps,0.8 Mbps,70%,Home_mobile
2025-03-21 11:27:00,user1,VoIP_Call,-88 dBm,18 ms,145 Kbps,170 Kbps,90%,Home_mobile
2025-03-21 11:29:00,user1,Video_Call,-67 dBm,24 ms,11.2 Mbps,12.8 Mbps,75%,office_mobile
2025-03-21 11:30:00,user1,Streaming,-77 dBm,32 ms,4.5 Mbps,5.1 Mbps,85%,Home_mobile
2025-03-21 11:30:00,user1,Emergency_Service,-62 dBm,6 ms,0.8 Mbps,0.9 Mbps,70%,office_mobile
2025-03-21 11:31:00,user1,File_Download,-98 dBm,43 ms,680 Kbps,680 Kbps,60%,Home_mobile
2025-03-21 11:31:00,user1,IoT_Temperature,-103 dBm,100 ms,1 Kbps,2 Kbps,75%,Home_mobile
2025-03-21 11:32:00,user1,Streaming,-90 dBm,29 ms,4.0 Mbps,4.3 Mbps,70%,Home_mobile
2025-03-21 11:36:00,user1,Video_Call,-84 dBm,26 ms,10.9 Mbps,12.1 Mbps,70%,office_mobile
2025-03-21 11:37:00,user1,Online_Gaming,-73 dBm,20 ms,3.0 Mbps,3.3 Mbps,80%,TV
2025-03-21 11:37:00,user1,Web_Browsing,-93 dBm,23 ms,0.7 Mbps,0.7 Mbps,70%,Home_mobile
2025-03-21 11:37:00,user1,VoIP_Call,-89 dBm,17 ms,140 Kbps,165 Kbps,90%,Home_mobile
2025-03-21 11:42:00,user1,Video_Call,-66 dBm,23 ms,11.4 Mbps,12.7 Mbps,75%,office_mobile
2025-03-21 11:45:00,user1,Streaming,-76 dBm,31 ms,4.6 Mbps,5.2 Mbps,85%,TV
2025-03-21 11:48:00,user1,Emergency_Service,-61 dBm,6 ms,0.7 Mbps,0.8 Mbps,70%,office_mobile
2025-03-21 11:52:00,user1,File_Download,-99 dBm,42 ms,690 Kbps,690 Kbps,60%,Home_mobile
2025-03-21 11:52:00,user1,IoT_Temperature,-104 dBm,99 ms,1 Kbps,2 Kbps,75%,Home_mobile
2025-03-21 11:54:00,user1,Streaming,-91 dBm,28 ms,4.1 Mbps,4.4 Mbps,70%,TV
2025-03-21 11:56:00,user1,VoIP_Call,-86 dBm,18 ms,155 Kbps,180 Kbps,90%,Home_mobile
2025-03-21 11:56:00,user1,Online_Gaming,-74 dBm,22 ms,2.9 Mbps,3.2 Mbps,80%,TV
2025-03-21 11:58:00,user1,Web_Browsing,-92 dBm,25 ms,0.8 Mbps,0.8 Mbps,70%,Home_mobile
2025-03-21 11:58:00,user1,Video_Call,-67 dBm,24 ms,11.2 Mbps,12.5 Mbps,75%,office_mobile
2025-03-21 11:59:00,user1,Streaming,-77 dBm,32 ms,4.5 Mbps,5.1 Mbps,85%,Home_mobile
2025-03-21 12:02:00,user1,Emergency_Service,-62 dBm,6 ms,0.8 Mbps,0.9 Mbps,70%,office_mobile
2025-03-21 12:05:00,user1,File_Download,-97 dBm,44 ms,670 Kbps,670 Kbps,60%,Home_mobile
2025-03-21 12:05:00,user1,IoT_Temperature,-103 dBm,100 ms,1 Kbps,2 Kbps,75%,Home_mobile
2025-03-21 12:05:00,user1,Streaming,-90 dBm,29 ms,4.0 Mbps,4.3 Mbps,70%,TV
2025-03-21 12:08:00,user1,VoIP_Call,-85 dBm,19 ms,150 Kbps,175 Kbps,90%,Home_mobile
2025-03-21 12:08:00,user1,Video_Call,-83 dBm,27 ms,10.8 Mbps,12.0 Mbps,70%,office_mobile
2025-03-21 12:09:00,user1,Online_Gaming,-72 dBm,21 ms,3.1 Mbps,3.4 Mbps,80%,TV
2025-03-21 12:10:00,user1,Web_Browsing,-94 dBm,24 ms,0.7 Mbps,0.7 Mbps,70%,Home_mobile
2025-03-21 12:10:00,user1,VoIP_Call,-88 dBm,18 ms,145 Kbps,170 Kbps,90%,Home_mobile
2025-03-21 12:14:00,user1,Video_Call,-68 dBm,25 ms,11.4 Mbps,12.7 Mbps,75%,office_mobile
2025-03-21 12:19:00,user1,Streaming,-76 dBm,31 ms,4.6 Mbps,5.2 Mbps,85%,TV
2025-03-21 12:19:00,user1,Emergency_Service,-61 dBm,6 ms,0.7 Mbps,0.8 Mbps,70%,office_mobile
2025-03-21 12:20:00,user1,File_Download,-98 dBm,43 ms,680 Kbps,680 Kbps,60%,Home_mobile
2025-03-21 12:21:00,user1,IoT_Temperature,-102 dBm,99 ms,1 Kbps,2 Kbps,75%,Home_mobile
2025-03-21 12:24:00,user1,Streaming,-89 dBm,30 ms,4.1 Mbps,4.4 Mbps,70%,TV
2025-03-21 12:24:00,user1,VoIP_Call,-86 dBm,19 ms,155 Kbps,180 Kbps,90%,Home_mobile
2025-03-21 12:25:00,user1,Online_Gaming,-74 dBm,22 ms,2.9 Mbps,3.2 Mbps,80%,TV
2025-03-21 12:28:00,user1,Web_Browsing,-92 dBm,25 ms,0.8 Mbps,0.8 Mbps,70%,Home_mobile
2025-03-21 12:29:00,user1,Video_Call,-67 dBm,24 ms,11.2 Mbps,12.5 Mbps,75%,office_mobile
2025-03-21 12:29:00,user1,Streaming,-77 dBm,32 ms,4.5 Mbps,5.1 Mbps,85%,Home_mobile
2025-03-21 12:30:00,user1,Emergency_Service,-62 dBm,6 ms,0.8 Mbps,0.9 Mbps,70%,office_mobile
2025-03-21 12:30:00,user1,File_Download,-97 dBm,44 ms,670 Kbps,670 Kbps,60%,Home_mobile
2025-03-21 12:30:00,user1,IoT_Temperature,-103 dBm,100 ms,1 Kbps,2 Kbps,75%,Home_mobile
2025-03-21 12:30:00,user1,Streaming,-90 dBm,29 ms,4.0 Mbps,4.3 Mbps,70%,TV
2025-03-21 12:31:00,user1,Video_Call,-85 dBm,19 ms,150 Kbps,175 Kbps,90%,office_mobile
2025-03-21 12:31:00,user1,Web_Browsing,-85 dBm,28 ms,1.5 Mbps,1.5 Mbps,70%,Home_mobile
2025-03-21 12:36:00,user1,File_Download,-99 dBm,46 ms,620 Kbps,620 Kbps,60%,Home_mobile
2025-03-21 12:40:00,user1,VoIP_Call,-88 dBm,20 ms,130 Kbps,155 Kbps,90%,Home_mobile
2025-03-21 12:42:00,user1,Streaming,-75 dBm,30 ms,5.0 Mbps,5.7 Mbps,85%,Home_mobile
2025-03-21 12:46:00,user1,Video_Call,-66 dBm,26 ms,11.0 Mbps,12.3 Mbps,75%,office_mobile
2025-03-21 12:50:00,user1,Streaming,-80 dBm,29 ms,4.2 Mbps,4.6 Mbps,70%,Home_mobile
2025-03-21 12:50:00,user1,Emergency_Service,-60 dBm,5 ms,0.9 Mbps,1.0 Mbps,70%,office_mobile
2025-03-21 12:50:00,user1,Web_Browsing,-94 dBm,27 ms,0.6 Mbps,0.6 Mbps,70%,Home_mobile
2025-03-21 12:53:00,user1,File_Download,-96 dBm,45 ms,660 Kbps,660 Kbps,60%,Home_mobile
2025-03-21 12:54:00,user1,Online_Gaming,-72 dBm,20 ms,3.2 Mbps,3.5 Mbps,80%,PC
2025-03-21 12:56:00,user1,Streaming,-78 dBm,32 ms,4.4 Mbps,5.0 Mbps,85%,TV
2025-03-21 13:00:00,user1,Video_Call,-67 dBm,27 ms,11.1 Mbps,12.4 Mbps,75%,office_mobile
2025-03-21 13:04:00,user1,Streaming,-81 dBm,28 ms,4.1 Mbps,4.5 Mbps,70%,TV
2025-03-21 13:06:00,user1,Emergency_Service,-59 dBm,5 ms,0.9 Mbps,1.1 Mbps,70%,office_mobile
2025-03-21 13:07:00,user1,Web_Browsing,-95 dBm,26 ms,0.7 Mbps,0.7 Mbps,70%,Home_mobile
2025-03-21 13:08:00,user1,File_Download,-95 dBm,47 ms,610 Kbps,610 Kbps,60%,Home_mobile
2025-03-21 13:09:00,user1,VoIP_Call,-87 dBm,21 ms,125 Kbps,150 Kbps,90%,Home_mobile
2025-03-21 13:11:00,user1,Online_Gaming,-71 dBm,19 ms,3.3 Mbps,3.6 Mbps,80%,TV
2025-03-21 13:11:00,user1,Streaming,-79 dBm,33 ms,4.3 Mbps,4.8 Mbps,85%,TV
2025-03-21 13:11:00,user1,Video_Call,-68 dBm,28 ms,11.3 Mbps,12.6 Mbps,75%,office_mobile
2025-03-21 13:15:00,user1,Streaming,-82 dBm,30 ms,4.0 Mbps,4.4 Mbps,70%,TV
2025-03-21 13:19:00,user1,Emergency_Service,-58 dBm,5 ms,0.8 Mbps,1.0 Mbps,70%,office_mobile
2025-03-21 13:19:00,user1,Web_Browsing,-96 dBm,25 ms,0.6 Mbps,0.6 Mbps,70%,Home_mobile
2025-03-21 13:20:00,user1,File_Download,-94 dBm,48 ms,650 Kbps,650 Kbps,60%,Home_mobile
2025-03-21 13:21:00,user1,VoIP_Call,-86 dBm,22 ms,120 Kbps,145 Kbps,90%,Home_mobile
2025-03-21 13:22:00,user1,Streaming,-80 dBm,31 ms,4.4 Mbps,4.9 Mbps,85%,TV
2025-03-21 13:23:00,user1,Video_Call,-66 dBm,25 ms,11.5 Mbps,12.8 Mbps,75%,office_mobile
2025-03-21 13:24:00,user1,Streaming,-83 dBm,31 ms,4.0 Mbps,4.4 Mbps,70%,TV
2025-03-21 13:25:00,user1,Emergency_Service,-58 dBm,5 ms,0.8 Mbps,1.0 Mbps,70%,office_mobile
2025-03-21 13:25:00,user1,Web_Browsing,-97 dBm,24 ms,0.5 Mbps,0.5 Mbps,70%,Home_mobile
2025-03-21 13:26:00,user1,File_Download,-97 dBm,49 ms,640 Kbps,640 Kbps,60%,Home_mobile
